place,catu,sexe,secu1,year_acc,victim_age,catv,obsm,motor,catr,circ,surf,situ,vma,jour,mois,lum,dep,com,agg_,int,atm,col,lat,long,hour,nb_victim,nb_vehicules
1,1,1,2.0,2021,45.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,24,6,1,92,92036,1,1,0.0,5.0,48.9360068665,2.2884313862,19,4,4
1,1,2,2.0,2021,43.0,1.0,0.0,1.0,3,2.0,1.0,3.0,30.0,12,6,1,67,67424,2,1,1.0,3.0,48.405113,7.163192,9,1,1
10,3,2,8.0,2021,82.0,1.0,1.0,1.0,4,2.0,1.0,1.0,30.0,6,10,1,75,75115,2,2,0.0,6.0,48.833878,2.308103,15,2,1
2,2,2,1.0,2021,28.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,9,7,5,75,75118,2,1,0.0,1.0,48.893035,2.340793,23,3,2
2,2,2,2.0,2021,50.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,30,9,1,75,75108,2,4,0.0,2.0,48.871925,2.300844,16,3,2
1,1,1,2.0,2021,53.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,28,9,5,31,31555,2,1,0.0,3.0,43.6217,1.42497,23,2,2
1,1,1,2.0,2021,16.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,31,10,5,76,76259,2,9,0.0,3.0,49.76017,0.36907,18,2,2
10,3,1,0.0,2021,33.0,5.0,1.0,1.0,3,2.0,2.0,1.0,50.0,31,10,3,94,94060,1,1,0.0,6.0,48.78157,2.56564,1,2,1
1,1,2,1.0,2021,70.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,2,9,1,80,80116,1,2,0.0,3.0,49.74479,2.670874,19,6,2
2,2,1,8.0,2021,22.0,1.0,0.0,1.0,4,2.0,1.0,4.0,50.0,18,4,1,59,59350,2,9,0.0,7.0,50.6154070711,3.0349968902,17,2,1
2,2,2,1.0,2021,45.0,2.0,2.0,1.0,1,1.0,1.0,1.0,90.0,10,3,1,13,13071,1,1,0.0,2.0,43.4097,5.3639,18,6,2
9,2,2,8.0,2021,6.0,2.0,0.0,1.0,3,2.0,1.0,3.0,80.0,10,10,1,16,16068,1,1,0.0,6.0,45.873999,0.426879,15,5,1
1,1,1,2.0,2021,55.0,1.0,2.0,1.0,3,3.0,1.0,1.0,50.0,29,8,1,40,40046,2,1,0.0,3.0,44.439855,-1.238977,11,2,2
1,1,2,8.0,2021,22.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,31,7,1,35,35238,2,1,0.0,3.0,48.0992945942,-1.6943326592,8,2,2
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,4,1.0,1.0,8.0,50.0,2,8,1,11,11032,1,1,0.0,6.0,43.112834,2.055554,12,1,1
4,2,2,1.0,2021,17.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,18,2,1,27,27229,2,2,0.0,3.0,49.01889,1.1549,16,4,2
1,1,1,1.0,2021,45.0,2.0,2.0,1.0,1,3.0,1.0,1.0,70.0,28,3,1,33,33550,1,1,0.0,4.0,44.774208,-0.55622,18,6,5
1,1,2,1.0,2021,30.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,3,1,93,93005,2,1,0.0,6.0,48.95877,2.4857,8,1,1
1,1,1,2.0,2021,29.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,28,2,1,76,76543,1,1,0.0,7.0,49.614603,0.48784,16,1,1
10,3,1,0.0,2021,14.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,8,9,5,13,13205,2,1,0.0,6.0,43.29879,5.39058,20,3,1
1,1,1,2.0,2021,64.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,12,8,1,24,24186,2,9,0.0,3.0,44.700428,0.417035,10,3,2
1,1,2,0.0,2021,71.0,1.0,0.0,5.0,3,1.0,2.0,1.0,30.0,29,12,1,80,80368,2,1,1.0,7.0,50.088556,1.547179,11,1,1
1,1,1,2.0,2021,22.0,1.0,2.0,1.0,7,2.0,1.0,1.0,80.0,22,6,1,13,13079,1,9,0.0,3.0,43.49088,5.655856,17,2,2
1,1,2,2.0,2021,49.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,4,8,1,971,97101,2,1,0.0,3.0,16.24727,-61.53332,14,2,2
1,1,1,0.0,2021,13.0,1.0,2.0,5.0,3,2.0,1.0,1.0,70.0,7,4,1,82,82112,1,3,0.0,3.0,44.125819,1.070405,16,2,2
1,1,2,8.0,2021,72.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,19,11,1,17,17306,2,1,0.0,3.0,45.62712,-1.01305,14,2,2
1,1,1,8.0,2021,44.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,22,4,1,66,66136,2,1,0.0,6.0,42.6965,2.88069,18,2,2
1,1,1,2.0,2021,46.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,30,7,1,84,84007,2,1,0.0,3.0,43.94301,4.81157,17,2,2
10,3,1,0.0,2021,16.0,2.0,1.0,1.0,2,2.0,2.0,1.0,50.0,26,11,1,10,10340,2,1,1.0,6.0,48.2579842733,4.0307859023,10,2,1
10,3,2,0.0,2021,28.0,2.0,1.0,2.0,4,2.0,1.0,1.0,30.0,11,12,5,75,75112,2,2,0.0,6.0,48.846649,2.372011,20,2,1
10,3,1,0.0,2021,21.0,1.0,1.0,1.0,4,2.0,2.0,1.0,50.0,4,7,2,44,44109,2,1,1.0,6.0,47.22956,-1.52473,21,2,1
1,1,2,1.0,2021,52.0,2.0,0.0,1.0,3,3.0,1.0,3.0,110.0,9,12,1,66,66141,1,1,0.0,6.0,42.760105,2.897494,15,1,1
1,1,2,1.0,2021,31.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,2,6,1,93,93053,1,1,0.0,3.0,48.8928,2.47251,8,2,2
10,3,1,0.0,2021,51.0,5.0,1.0,1.0,4,2.0,1.0,1.0,50.0,18,1,5,49,49099,2,1,0.0,6.0,47.06539,-0.88736,7,2,1
1,1,1,8.0,2021,43.0,2.0,0.0,1.0,3,2.0,1.0,3.0,90.0,12,7,1,34,34051,1,1,0.0,7.0,43.6047489885,3.4781490979,14,1,1
1,1,1,8.0,2021,96.0,2.0,2.0,1.0,4,3.0,1.0,1.0,50.0,10,4,1,21,21231,2,4,0.0,3.0,47.3085488733,5.0308429576,12,2,2
1,1,1,1.0,2021,37.0,2.0,0.0,1.0,7,1.0,1.0,1.0,50.0,22,10,5,31,31555,2,6,0.0,1.0,43.54829,1.3907,20,2,2
1,1,1,1.0,2021,22.0,4.0,2.0,1.0,3,2.0,1.0,1.0,80.0,27,4,1,31,31584,1,1,0.0,5.0,43.866849,1.471918,18,3,3
1,1,2,1.0,2021,22.0,2.0,0.0,1.0,3,2.0,2.0,3.0,80.0,6,2,2,54,54462,1,1,1.0,6.0,48.581824,6.347501,7,1,1
1,1,1,2.0,2021,39.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,27,3,1,93,93066,2,1,0.0,3.0,48.9383087081,2.3532919981,15,4,2
10,3,1,0.0,2021,2.0,2.0,1.0,1.0,4,3.0,1.0,1.0,50.0,22,8,1,33,33063,2,7,0.0,6.0,44.8465,-0.5708,14,2,1
10,3,2,0.0,2021,79.0,2.0,1.0,1.0,3,2.0,1.0,1.0,80.0,24,3,1,79,79162,1,2,0.0,7.0,46.318338,-0.562725,10,2,1
1,1,1,0.0,2021,15.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,24,3,1,69,69264,2,3,0.0,3.0,45.994695152,4.739315629,16,2,2
3,2,1,3.0,2021,0.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,17,7,1,94,94042,1,1,0.0,6.0,48.8275727947,2.4704969547,10,3,2
1,1,2,1.0,2021,19.0,2.0,0.0,1.0,3,2.0,2.0,1.0,50.0,1,10,1,60,60533,2,2,1.0,2.0,49.536207,2.741888,16,3,2
1,1,1,0.0,2021,69.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,10,6,1,2,2820,1,2,1.0,3.0,49.624654,3.271308,16,2,2
10,3,2,0.0,2021,33.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,23,3,1,87,87048,2,1,0.0,6.0,45.79105,1.23425,8,2,1
1,1,2,1.0,2021,48.0,2.0,2.0,1.0,7,2.0,2.0,1.0,80.0,16,11,3,45,45302,1,1,1.0,1.0,47.97028,1.86231,20,2,2
1,1,1,2.0,2021,52.0,1.0,6.0,6.0,4,2.0,1.0,1.0,70.0,26,7,1,27,27191,1,1,0.0,6.0,49.11087,1.226553,18,1,1
1,1,1,2.0,2021,40.0,1.0,2.0,1.0,4,2.0,1.0,6.0,30.0,24,10,5,75,75115,2,3,0.0,3.0,48.835951,2.300857,3,2,2
2,2,2,0.0,2021,39.0,5.0,0.0,1.0,2,2.0,2.0,3.0,70.0,27,4,3,30,30221,1,1,1.0,7.0,44.028556,4.736953,22,3,1
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,7,2.0,1.0,1.0,30.0,19,7,5,13,13041,2,1,0.0,2.0,43.437032,5.465076,0,2,2
1,1,1,0.0,2021,29.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,10,1,8,8363,2,3,0.0,1.0,49.93862,4.640629,15,2,2
1,1,1,2.0,2021,18.0,1.0,2.0,1.0,3,2.0,1.0,1.0,90.0,30,3,1,61,61048,1,3,0.0,2.0,48.516892,0.460004,8,2,2
2,2,2,1.0,2021,26.0,2.0,2.0,1.0,2,3.0,1.0,1.0,50.0,11,9,1,35,35238,2,1,0.0,2.0,48.080492,-1.67499,12,4,2
1,1,1,8.0,2021,15.0,1.0,0.0,5.0,4,1.0,2.0,1.0,30.0,26,11,1,75,75115,2,7,1.0,7.0,48.848021,2.301723,14,1,1
10,3,1,0.0,2021,38.0,4.0,1.0,1.0,3,2.0,1.0,3.0,80.0,10,3,1,974,97415,1,1,0.0,6.0,-21.019738,55.270715,8,4,1
2,2,1,2.0,2021,25.0,1.0,2.0,1.0,4,3.0,1.0,6.0,30.0,18,9,1,75,75119,2,1,0.0,3.0,48.889486,2.375143,9,3,2
1,1,1,2.0,2021,66.0,1.0,0.0,1.0,1,3.0,1.0,1.0,90.0,5,8,1,6,6088,1,1,0.0,6.0,43.6688732722,7.2001521879,11,1,1
10,3,1,0.0,2021,5.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,14,4,1,3,3321,2,1,0.0,6.0,46.57642,3.34065,18,2,1
10,3,1,0.0,2021,19.0,2.0,1.0,1.0,4,2.0,1.0,1.0,50.0,29,3,1,25,25056,2,1,0.0,6.0,47.23725,5.98843,17,2,1
1,1,1,8.0,2021,18.0,1.0,2.0,5.0,4,1.0,1.0,5.0,30.0,30,3,1,75,75110,2,1,0.0,3.0,48.87767,2.354836,8,2,2
10,3,1,0.0,2021,35.0,1.0,1.0,5.0,4,2.0,1.0,1.0,50.0,18,5,1,35,35238,2,2,0.0,6.0,48.10792,-1.68214,12,2,1
1,1,2,1.0,2021,34.0,2.0,0.0,1.0,4,3.0,2.0,1.0,50.0,15,12,5,18,18279,2,7,1.0,6.0,47.2236701588,2.072039397,0,1,1
1,1,1,1.0,2021,46.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,19,11,5,13,13117,1,1,0.0,2.0,43.42488,5.26452,18,3,2
10,3,1,0.0,2021,17.0,1.0,1.0,1.0,4,2.0,1.0,1.0,50.0,22,9,1,57,57672,2,1,0.0,6.0,49.36361,6.16086,16,3,1
1,1,1,0.0,2021,35.0,1.0,0.0,5.0,4,3.0,1.0,1.0,50.0,1,7,1,59,59648,2,1,0.0,2.0,50.5749702447,3.0303812027,8,2,2
1,1,1,2.0,2021,61.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,20,4,1,13,13204,2,1,0.0,3.0,43.3050088522,5.4008570066,14,2,2
1,1,1,2.0,2021,23.0,1.0,1.0,1.0,4,2.0,1.0,1.0,50.0,12,1,5,31,31555,2,1,0.0,6.0,43.57085,1.40599,17,2,1
10,3,1,0.0,2021,75.0,3.0,1.0,3.0,4,3.0,1.0,1.0,50.0,7,5,1,33,33249,2,3,0.0,6.0,44.87441,-0.51969,15,2,1
1,1,1,8.0,2021,23.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,6,2,1,69,69382,2,2,0.0,3.0,45.74395,4.82103,14,2,2
1,1,2,2.0,2021,72.0,1.0,2.0,1.0,3,2.0,1.0,1.0,90.0,2,4,1,34,34299,1,1,1.0,3.0,43.264613,3.284225,10,2,2
1,1,1,2.0,2021,24.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,12,10,1,95,95500,1,1,0.0,2.0,49.038346,2.088129,8,2,2
1,1,1,2.0,2021,26.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,15,7,1,31,31555,2,1,0.0,3.0,43.58379,1.45008,8,2,2
1,1,1,2.0,2021,27.0,1.0,2.0,5.0,4,2.0,1.0,5.0,50.0,12,6,1,75,75107,2,2,0.0,3.0,48.860965,2.314964,8,2,2
1,1,1,2.0,2021,24.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,24,11,5,17,17300,2,3,0.0,1.0,46.152614,-1.192521,19,2,2
1,1,1,2.0,2021,19.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,17,5,1,973,97302,2,1,0.0,3.0,4.927696473,-52.2919507028,17,2,2
10,3,1,0.0,2021,79.0,2.0,1.0,1.0,5,2.0,1.0,1.0,30.0,2,1,1,64,64122,2,1,0.0,6.0,43.47189,-1.55624,8,2,1
1,1,2,2.0,2021,26.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,21,11,1,33,33192,2,2,0.0,3.0,44.77465,-0.59719,12,2,2
1,1,1,8.0,2021,72.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,4,9,1,28,28085,2,3,0.0,2.0,48.4466,1.52103,13,2,2
2,2,2,1.0,2021,27.0,2.0,2.0,1.0,4,2.0,1.0,8.0,30.0,20,9,1,91,91434,2,6,0.0,3.0,48.64595,2.351886,16,4,2
1,1,2,0.0,2021,25.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,12,11,5,69,69383,2,2,0.0,3.0,45.75627,4.84037,20,3,2
1,1,1,2.0,2021,25.0,1.0,2.0,5.0,4,3.0,1.0,5.0,50.0,8,7,1,75,75110,2,5,0.0,3.0,48.874857,2.357288,16,2,2
1,1,1,2.0,2021,30.0,1.0,2.0,1.0,3,2.0,1.0,1.0,30.0,22,5,1,91,91421,2,2,0.0,3.0,48.71328,2.44897,12,2,2
1,1,1,8.0,2021,16.0,1.0,0.0,5.0,3,2.0,1.0,1.0,80.0,1,9,1,91,91223,1,1,0.0,7.0,48.41585,2.19405,19,1,1
1,1,1,8.0,2021,66.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,27,10,1,35,35093,2,2,0.0,1.0,48.62406,-2.03375,17,2,2
10,3,2,0.0,2021,20.0,2.0,1.0,1.0,3,3.0,1.0,1.0,50.0,16,1,3,74,74012,2,1,0.0,6.0,46.18439,6.23076,18,3,2
2,2,2,8.0,2021,30.0,3.0,0.0,1.0,4,2.0,1.0,8.0,50.0,10,12,1,94,94071,2,1,0.0,7.0,48.76949,2.51066,15,3,1
1,1,2,1.0,2021,43.0,2.0,0.0,1.0,3,2.0,1.0,1.0,80.0,19,4,1,64,64160,1,9,0.0,3.0,43.355126,-1.417966,14,2,2
1,1,1,2.0,2021,60.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,9,9,5,94,94033,2,2,0.0,6.0,48.85737,2.47119,23,2,2
1,1,1,2.0,2021,49.0,1.0,2.0,1.0,3,2.0,1.0,1.0,70.0,18,9,1,74,74005,1,2,0.0,3.0,46.341114,6.46201,11,2,2
1,1,1,8.0,2021,25.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,4,2,92,92050,2,3,0.0,1.0,48.9118989213,2.222969234,20,2,2
1,1,1,8.0,2021,45.0,2.0,0.0,1.0,4,2.0,1.0,3.0,70.0,11,9,1,83,83107,1,1,0.0,6.0,43.479713,6.665391,18,1,1
10,3,1,0.0,2021,40.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,8,7,5,93,93070,2,1,0.0,2.0,48.910237,2.337833,22,2,1
2,2,1,2.0,2021,15.0,1.0,0.0,1.0,4,2.0,1.0,3.0,80.0,29,5,1,58,58164,1,1,0.0,7.0,47.221823,3.017244,17,2,1
2,2,1,1.0,2021,38.0,2.0,2.0,1.0,4,1.0,2.0,1.0,70.0,16,2,5,75,75119,2,4,0.0,4.0,48.899734,2.392334,20,10,4
5,2,2,1.0,2021,44.0,2.0,2.0,1.0,3,2.0,2.0,1.0,50.0,23,8,1,91,91589,2,1,1.0,2.0,48.68962,2.36018,15,6,2
1,1,2,1.0,2021,42.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,26,9,1,972,97213,2,2,0.0,3.0,14.615998,-61.00024,12,2,2
1,1,1,0.0,2021,24.0,1.0,0.0,1.0,3,2.0,1.0,1.0,80.0,18,9,3,62,62473,2,1,0.0,7.0,50.626113,2.442446,21,1,1
1,1,1,1.0,2021,71.0,2.0,2.0,1.0,3,2.0,1.0,1.0,30.0,19,9,3,93,93066,2,1,0.0,2.0,48.9323024554,2.3489661871,2,2,2
1,1,2,2.0,2021,28.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,10,10,5,31,31557,2,9,0.0,3.0,43.58845,1.35882,20,2,2
3,2,2,1.0,2021,2.0,2.0,2.0,1.0,3,2.0,1.0,1.0,50.0,19,1,1,81,81004,2,1,0.0,1.0,43.9462,2.15158,7,3,2
10,3,1,0.0,2021,83.0,2.0,1.0,1.0,4,1.0,1.0,1.0,50.0,18,5,1,69,69266,2,3,0.0,6.0,45.7697,4.8719,12,2,1
1,1,1,2.0,2021,23.0,1.0,2.0,1.0,4,2.0,1.0,1.0,50.0,20,5,1,63,63113,2,1,0.0,3.0,45.78115,3.07513,18,2,2
1,1,1,2.0,2021,41.0,1.0,2.0,1.0,2,1.0,2.0,1.0,50.0,14,11,2,65,65440,2,6,1.0,2.0,43.223359,0.046691,17,2,2
1,1,2,1.0,2021,23.0,2.0,0.0,1.0,2,3.0,7.0,3.0,90.0,11,2,3,25,25056,1,1,0.0,6.0,47.26282,6.005745,23,1,1
2,2,2,2.0,2021,26.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,3,5,1,17,17172,1,3,0.0,1.0,45.560178,-0.656019,16,3,2
1,1,1,2.0,2021,66.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,1,10,1,13,13063,2,1,0.0,3.0,43.581660704,4.9977368279,9,2,2
1,1,1,2.0,2021,33.0,1.0,2.0,1.0,7,2.0,1.0,1.0,50.0,5,11,5,69,69259,2,3,0.0,3.0,45.6835674694,4.8833155632,20,2,2
2,2,1,1.0,2021,19.0,2.0,2.0,1.0,3,3.0,1.0,1.0,50.0,12,2,1,93,93078,2,9,0.0,3.0,48.95825,2.55838,16,3,2
1,1,1,2.0,2021,25.0,1.0,0.0,1.0,3,2.0,9.0,3.0,80.0,18,9,1,28,28357,1,1,0.0,7.0,48.536965,1.578013,18,1,1
1,1,1,1.0,2021,25.0,2.0,0.0,1.0,3,2.0,1.0,1.0,70.0,1,10,4,64,64364,1,1,0.0,7.0,43.325916,-1.335145,0,1,1
1,1,2,1.0,2021,20.0,2.0,2.0,1.0,3,2.0,1.0,1.0,90.0,9,4,1,45,45139,1,1,0.0,1.0,48.185708,2.312155,18,2,2
1,1,1,2.0,2021,22.0,1.0,2.0,1.0,3,2.0,1.0,1.0,30.0,26,8,1,24,24225,2,3,0.0,1.0,44.84198,0.38421,8,2,2
1,1,2,2.0,2021,64.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,19,2,1,1,1159,2,1,0.0,1.0,46.333206,4.887784,11,2,2
1,1,1,2.0,2021,19.0,1.0,2.0,5.0,2,2.0,1.0,1.0,50.0,19,7,1,976,97611,2,1,0.0,3.0,-12.77677,45.23192,7,2,2
1,1,2,1.0,2021,40.0,2.0,0.0,1.0,3,2.0,2.0,1.0,80.0,18,1,1,60,60054,1,1,1.0,2.0,49.3420317809,2.0426630974,9,2,2
1,1,1,8.0,2021,63.0,2.0,2.0,1.0,4,2.0,1.0,1.0,50.0,24,9,1,91,91691,2,2,0.0,3.0,48.69403,2.48533,17,2,2
1,1,1,1.0,2021,40.0,5.0,2.0,1.0,3,2.0,1.0,1.0,70.0,17,5,1,91,91312,1,1,0.0,5.0,48.73579,2.22943,17,3,3
1,1,1,2.0,2021,30.0,1.0,2.0,3.0,4,2.0,1.0,1.0,50.0,21,5,1,75,75108,2,4,0.0,3.0,48.877343,2.306715,12,2,2
1,1,2,1.0,2021,77.0,2.0,2.0,1.0,3,2.0,1.0,1.0,70.0,5,10,1,44,44128,1,2,0.0,3.0,47.537543,-1.927285,10,2,2
2,2,1,2.0,2021,31.0,1.0,0.0,1.0,4,2.0,1.0,1.0,50.0,17,10,5,33,33281,2,1,0.0,7.0,44.85875,-0.67338,7,2,1
1,1,2,1.0,2021,34.0,2.0,2.0,1.0,1,3.0,1.0,1.0,90.0,19,7,3,95,95582,1,1,0.0,2.0,48.9701,2.2499,5,2,2
1,1,1,2.0,2021,51.0,1.0,2.0,1.0,1,1.0,1.0,1.0,70.0,9,12,1,94,94065,1,1,0.0,2.0,48.75504,2.34367,7,2,2
2,2,1,8.0,2021,18.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,28,1,1,973,97302,2,1,0.0,1.0,4.93802,-52.29897,18,3,2
1,1,2,8.0,2021,52.0,1.0,2.0,5.0,4,2.0,1.0,1.0,50.0,19,12,1,91,91312,2,3,0.0,3.0,48.738366,2.233941,14,2,2
1,1,1,1.0,2021,77.0,2.0,2.0,1.0,3,2.0,1.0,1.0,80.0,12,4,1,39,39478,1,1,0.0,1.0,46.421928,5.879054,18,2,2
4,2,1,3.0,2021,0.0,2.0,2.0,1.0,3,1.0,1.0,1.0,50.0,16,10,1,13,13214,2,2,0.0,5.0,43.3403169012,5.3870329371,10,4,3
1,1,1,2.0,2021,55.0,1.0,2.0,1.0,4,1.0,1.0,1.0,50.0,15,7,1,13,13206,2,1,0.0,2.0,43.28247,5.38275,11,2,2
1,1,1,2.0,2021,54.0,1.0,2.0,1.0,3,2.0,1.0,2.0,90.0,18,9,1,84,84080,1,1,0.0,2.0,44.01593,4.95964,17,2,2
10,3,2,0.0,2021,66.0,2.0,1.0,1.0,4,2.0,1.0,1.0,30.0,8,12,1,75,75106,2,5,0.0,6.0,48.853676,2.3388,12,2,1
1,1,1,1.0,2021,47.0,4.0,2.0,1.0,1,3.0,2.0,1.0,90.0,4,3,1,93,93027,1,1,0.0,6.0,48.92203,2.37829,15,1,1
1,1,2,1.0,2021,79.0,2.0,0.0,1.0,3,2.0,9.0,1.0,30.0,14,6,1,4,4206,1,1,0.0,6.0,43.996921,5.828258,14,1,1
2,2,2,1.0,2021,25.0,2.0,2.0,1.0,1,3.0,1.0,1.0,110.0,19,12,3,95,95306,1,1,0.0,2.0,49.00838,2.15933,22,4,2
10,3,2,0.0,2021,22.0,2.0,1.0,1.0,4,1.0,1.0,1.0,50.0,3,7,1,75,75104,2,4,0.0,6.0,48.847852,2.364047,7,2,1
2,2,2,1.0,2021,75.0,2.0,2.0,1.0,3,2.0,1.0,1.0,70.0,30,7,1,54,54073,1,9,0.0,6.0,48.644344,5.892341,17,4,3
1,1,1,2.0,2021,54.0,1.0,2.0,1.0,3,2.0,1.0,1.0,50.0,18,2,1,33,33219,2,2,0.0,3.0,44.971198,-0.382498,10,2,2
10,3,1,0.0,2021,11.0,2.0,1.0,1.0,3,2.0,1.0,1.0,50.0,23,9,2,27,27077,2,1,0.0,6.0,49.271214,0.782062,7,2,1
1,1,1,0.0,2021,19.0,1.0,0.0,1.0,3,2.0,1.0,1.0,50.0,25,9,5,33,33529,2,1,0.0,6.0,44.64133,-1.15694,1,1,1
1,1,1,8.0,2021,14.0,1.0,2.0,5.0,4,2.0,1.0,1.0,30.0,13,2,1,75,75112,2,3,0.0,3.0,48.841604,2.386948,15,2,2
1,1,1,2.0,2021,36.0,1.0,2.0,1.0,4,3.0,1.0,1.0,50.0,12,1,2,33,33281,2,1,0.0,3.0,44.823887,-0.639259,7,2,2
2,2,1,1.0,2021,79.0,2.0,0.0,1.0,3,2.0,1.0,1.0,50.0,9,12,1,42,42323,2,1,0.0,2.0,45.571575,4.273918,14,3,2
1,1,1,2.0,2021,17.0,1.0,0.0,1.0,4,2.0,1.0,4.0,30.0,2,3,1,79,79101,2,1,0.0,6.0,46.478884,-0.599302,13,1,1
1,1,2,1.0,2021,20.0,2.0,2.0,1.0,1,3.0,1.0,1.0,50.0,27,9,1,93,93029,1,1,0.0,6.0,48.91405,2.43355,18,1,1
1,1,1,8.0,2021,47.0,1.0,2.0,1.0,1,3.0,1.0,1.0,90.0,19,3,1,92,92036,1,1,0.0,3.0,48.9353674804,2.2648550687,8,2,2
1,1,1,1.0,2021,23.0,2.0,0.0,1.0,4,2.0,1.0,3.0,50.0,13,6,5,60,60103,2,1,0.0,6.0,49.406547,2.238464,22,1,1
1,1,1,2.0,2021,32.0,1.0,2.0,1.0,4,1.0,1.0,1.0,30.0,11,11,5,75,75108,2,1,0.0,5.0,48.874045,2.325097,20,3,3
1,1,1,1.0,2021,40.0,2.0,0.0,1.0,1,3.0,7.0,1.0,110.0,21,12,3,13,13071,1,1,0.0,1.0,43.406756,5.327824,5,1,1
1,1,2,1.0,2021,63.0,2.0,2.0,1.0,4,1.0,1.0,1.0,50.0,7,12,1,75,75112,2,2,0.0,2.0,48.844683,2.36917,12,3,2
1,1,1,8.0,2021,17.0,1.0,2.0,5.0,3,1.0,2.0,5.0,50.0,16,3,1,93,93048,2,2,1.0,3.0,48.85338579,2.435232165,18,2,2
1,1,1,8.0,2021,28.0,2.0,2.0,1.0,3,2.0,2.0,1.0,70.0,29,11,3,77,77209,1,2,0.0,6.0,48.8539,2.6906,19,2,2
1,1,1,0.0,2021,56.0,2.0,0.0,1.0,3,2.0,1.0,1.0,80.0,11,9,3,80,80207,2,1,0.0,6.0,50.00389,2.47432,2,1,1
1,1,2,1.0,2021,52.0,2.0,2.0,1.0,3,2.0,2.0,1.0,80.0,4,11,3,25,25222,1,1,1.0,1.0,47.185254,6.266615,19,3,2
2,2,2,1.0,2021,54.0,2.0,2.0,1.0,1,1.0,1.0,1.0,90.0,15,8,1,93,93048,1,1,0.0,4.0,48.86693,2.48202,16,5,4
10,3,2,0.0,2021,39.0,1.0,1.0,1.0,7,2.0,1.0,1.0,50.0,1,10,1,6,6027,1,1,0.0,6.0,43.66694,7.152678,12,2,1
1,1,1,2.0,2021,46.0,1.0,2.0,5.0,3,2.0,1.0,1.0,80.0,25,6,1,84,84141,1,1,0.0,2.0,43.967757,4.921495,16,2,2
1,1,1,2.0,2021,48.0,1.0,2.0,1.0,4,2.0,1.0,1.0,30.0,9,11,1,35,35360,2,3,0.0,3.0,48.127472,-1.213517,15,2,2
10,3,2,0.0,2021,6.0,1.0,1.0,3.0,4,2.0,1.0,5.0,25.0,6,6,1,75,75101,2,2,0.0,6.0,48.859059,2.346632,17,3,1
1,1,1,1.0,2021,24.0,2.0,2.0,1.0,1,3.0,1.0,1.0,70.0,7,5,1,94,94034,1,1,0.0,2.0,48.7599,2.32104,18,2,2
1,1,1,2.0,2021,21.0,1.0,2.0,1.0,4,2.0,2.0,1.0,30.0,14,1,5,73,73065,2,2,1.0,3.0,45.5663369855,5.9296153675,21,2,2
